SMILES,IC50,,,
CC1CC(CCN(C(C(=O)NCCc2cccc(F)c2)c2cccnc2)C(=O)c2ccco2)CC(C)(C)C1,> 99.5,,,
CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccc(Cl)o1,0.315,,,
CC(C)(C)c1ccc(cc1)N([C@@H](C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,15.6,,,
CC(C)(C)c1ccc(cc1)N([C@H](C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,0.1,,,
CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,2.53,,,
Fc1cccc(CCNC(=O)C(N(C(=O)c2c[nH]cn2)c2ccc(Cl)cc2)c2cccnc2)c1,> 99.5,,,
Fc1cccc(CCNC(=O)C(N(C2CCCC3(CCC3)C2)C(=O)c2cnc[nH]2)c2cccnc2)c1,> 99.0,,,
CC(N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cnc[nH]1)c1ccccc1C,> 99.0,,,
CC(N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cnc[nH]1)c1ccccc1,> 99.0,,,
Fc1cccc(CCNC(=O)C(N(C(=O)c2cnc[nH]2)c2ccc(OC3CCOC3)cc2)c2cccnc2)c1,25.8,,,
Fc1cccc(CCNC(=O)C(N(C2CCN(C2)c2ccccc2)C(=O)c2cnc[nH]2)c2cccnc2)c1,> 99.0,,,
Fc1cccc(CCNC(=O)C(N(C2CCN(C2)c2ccccc2F)C(=O)c2cnc[nH]2)c2cccnc2)c1,> 99.0,,,
Fc1cccc(CCNC(=O)C(N(C(=O)c2c[nH]cn2)c2cccc(Oc3cccnn3)c2)c2cccnc2)c1,> 99.0,,,
Fc1cccc(CCNC(=O)C(N(C(=O)c2c[nH]cn2)c2ccc(Cn3cccn3)cc2)c2cccnc2)c1,35.5,,,
Fc1cccc(CCNC(=O)C(N(C(=O)c2c[nH]cn2)c2ccc(cc2)C2COC2)c2cccnc2)c1,22.7,,,
Fc1cccc(CCNC(=O)C(N(C(=O)c2c[nH]cn2)c2cccc(c2)C2COC2)c2cccnc2)c1,> 99.0,,,
CN1C(=O)CCc2cc(ccc12)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1c[nH]cn1,> 99.0,,,
FC(F)CN1C(=O)CCc2cc(ccc12)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1c[nH]cn1,47.8,,,
Fc1cccc(CCNC(=O)C(N(C(=O)c2c[nH]cn2)c2ccc3c(CCCS3(=O)=O)c2)c2cccnc2)c1,> 99.0,,,
Fc1cccc(CCNC(=O)C(N(C(=O)c2c[nH]cn2)c2cnc(nc2)C2CCC2)c2cccnc2)c1,> 99.0,,,
Cc1nc2ccc(cc2o1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1c[nH]cn1,> 99.0,,,
Cn1ccc2cc(ccc12)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1c[nH]cn1,> 99.0,,,
Cn1cnc2cc(ccc12)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1c[nH]cn1,> 99.0,,,
Cn1ncc2cc(ccc12)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1c[nH]cn1,> 99.0,,,
Fc1cccc(CCNC(=O)C(N(C(=O)c2c[nH]cn2)c2ccc3CCOCc3c2)c2cccnc2)c1,> 99.0,,,
Fc1cccc(CCNC(=O)C(N(C(=O)c2c[nH]cn2)c2ccc3ncsc3c2)c2cccnc2)c1,> 99.0,,,
Fc1cccc(CCNC(=O)C(N(C2CCC3(CCO3)CC2)C(=O)c2c[nH]cn2)c2cccnc2)c1,> 99.0,,,
